Item_Code|Item_Name|Manu_Code|Manu_Name|Sale_Qty|Bon_Qty|Dis_Perc|Dis_Amt|Spr_PTR|Stax_Perc|Sret_Qty|Pack_Size|OP_Bal|Cl_Bal|Acode|From_Date|To_Date
105002|CANSOFT                        6'S|1205|SUN SPECTRA DIVISION|86|0|0|91.77|41.33|4.00|0|6'S|65.00|4.00|AIOCD6034|01/01/2009|31/01/2009
105007|DAZOLIC TAB 500MG             10'S|1205|SUN SPECTRA DIVISION|56|0|0|116.64|53.03|4.00|0|10'S|11.00|5.00|AIOCD6034|01/01/2009|31/01/2009
105008|DAZOLIC I.V                  100ML|1205|SUN SPECTRA DIVISION|30|0|0|15.91|26.52|4.00|0|100ML|40.00|10.00|AIOCD6034|01/01/2009|31/01/2009
105009|E2                            18'S|1205|SUN SPECTRA DIVISION|5|0|0|9.08|113.59|4.00|-3|18'S|7.00|13.00|AIOCD6034|01/01/2009|31/01/2009
105010|ZITOTEC 25                    10'S|1205|SUN SPECTRA DIVISION|2|0|0|1.20|29.95|4.00|0|10'S|6.00|4.00|AIOCD6034|01/01/2009|31/01/2009
105011|EPIVAL SUS                   200ML|1205|SUN SPECTRA DIVISION|43|0|0|85.17|81.89|4.00|-1|200ML|64.00|22.00|AIOCD6034|01/01/2009|31/01/2009
105012|EPIVAL TAB                    10'S|1205|SUN SPECTRA DIVISION|96|0|0|67.73|20.28|4.00|0|10'S|106.00|30.00|AIOCD6034|01/01/2009|31/01/2009
105013|CABGOLIN 0.25                  2'S|1205|SUN SPECTRA DIVISION|59|0|0|64.84|40.55|4.00|-6|2'S|41.00|18.00|AIOCD6034|01/01/2009|31/01/2009
105014|DRONIS 20                     24'S|1205|SUN SPECTRA DIVISION|35|0|0|69.92|152.07|4.00|-1|24'S|19.00|40.00|AIOCD6034|01/01/2009|31/01/2009
105015|ANOFER SP                     10'S|1205|SUN SPECTRA DIVISION|282|0|0|402.98|31.19|4.00|0|10'S|157.00|25.00|AIOCD6034|01/01/2009|31/01/2009
105016|ETOMIN SUS                    60ML|1205|SUN SPECTRA DIVISION|0|0|0|0.00|21.13|4.00|0|60ML|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105018|GYNAZOL 100MG CAP             10'S|1205|SUN SPECTRA DIVISION|17|0|0|45.13|150.40|0.00|0|10'S|9.00|4.00|AIOCD6034|01/01/2009|31/01/2009
105019|GYNAZOL 200MG CAPS            10'S|1205|SUN SPECTRA DIVISION|23|0|0|94.40|236.00|0.00|-1|10'S|71.00|49.00|AIOCD6034|01/01/2009|31/01/2009
105020|GYNAZOL 50MG CAP              10'S|1205|SUN SPECTRA DIVISION|10|0|0|4.51|75.20|0.00|0|10'S|12.00|8.00|AIOCD6034|01/01/2009|31/01/2009
105021|TRAPIC E                      10'S|1205|SUN SPECTRA DIVISION|72|0|0|64.35|97.48|4.00|-1|10'S|61.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105022|ROXETOMIN 150MG TA            10'S|1205|SUN SPECTRA DIVISION|0|0|0|0.00|59.31|4.00|0|10'S|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105023|ROXETOMIN KID TAB             10'S|1205|SUN SPECTRA DIVISION|0|0|0|0.00|39.27|4.00|0|10'S|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105024|ROXETOMIN LIQ                 60ML|1205|SUN SPECTRA DIVISION|0|0|0|0.00|31.09|4.00|0|60ML|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105025|STEROTOP CR .1%                5GR|1205|SUN SPECTRA DIVISION|0|0|0|0.00|32.72|4.00|0|5GR|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105026|SUSTEN GEL 8.%                 1'S|1205|SUN SPECTRA DIVISION|8|0|0|9.11|56.92|4.00|0|1'S|8.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105027|SUSTEN 100MG                  10'S|1205|SUN SPECTRA DIVISION|241|0|0|432.00|80.00|4.00|-3|10'S|63.00|115.00|AIOCD6034|01/01/2009|31/01/2009
105028|SUSTEN 200MG                  10'S|1205|SUN SPECTRA DIVISION|333|0|0|1098.72|147.69|4.00|0|10'S|307.00|239.00|AIOCD6034|01/01/2009|31/01/2009
105029|SUSTEN 400MG                  10'S|1205|SUN SPECTRA DIVISION|9|0|0|42.98|306.92|4.00|0|10'S|10.00|1.00|AIOCD6034|01/01/2009|31/01/2009
105031|UTODIN 10MG TAB               10'S|1205|SUN SPECTRA DIVISION|32|0|0|33.19|87.34|4.00|-1|10'S|45.00|14.00|AIOCD6034|01/01/2009|31/01/2009
105032|UTODIN INJ                     AMP|1205|SUN SPECTRA DIVISION|0|0|0|0.00|80.16|4.00|0|AMP|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105103|MIFEPRIN 200MG TAB             1'S|1205|SUN SPECTRA DIVISION|29|58|0|92.48|272.17|4.00|0|1'S|117.00|36.00|AIOCD6034|01/01/2009|31/01/2009
105104|ZITOTEC-200MCG                 2'S|1205|SUN SPECTRA DIVISION|298|48|0|426.70|31.19|4.00|-7|2'S|343.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105105|SUSTEN-50 INJ                5X1ML|1205|SUN SPECTRA DIVISION|0|0|0|0.00|190.00|4.00|0|5X1ML|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105351|SUSTEN-100 INJ                1 ML|1205|SUN SPECTRA DIVISION|72|0|0|183.81|64.73|4.00|-7|1ML|1.00|96.00|AIOCD6034|01/01/2009|31/01/2009
105352|SUSTEN-200 INJ                     2ML|1205|SUN SPECTRA DIVISION|246|0|0|1059.68|118.54|4.00|-3|2ML|54.00|11.00|AIOCD6034|01/01/2009|31/01/2009
105353|TRAPIC MF TAB                 10'S|1205|SUN SPECTRA DIVISION|173|0|0|390.27|124.31|4.00|-3|10'S|175.00|95.00|AIOCD6034|01/01/2009|31/01/2009
105378|TRAPIC 500MG TAB              10'S|1205|SUN SPECTRA DIVISION|117|0|0|184.89|103.85|4.00|0|10'S|73.00|66.00|AIOCD6034|01/01/2009|31/01/2009
105420|TRAPIC .5ML INJ              5X5ML|1205|SUN SPECTRA DIVISION|22|0|0|148.00|200.00|4.00|0|5X5ML|83.00|60.00|AIOCD6034|01/01/2009|31/01/2009
105448|PRIMEROSE CAP                 10'S|1205|SUN SPECTRA DIVISION|26|0|0|23.05|57.74|12.50|0|10'S|0.00|28.00|AIOCD6034|01/01/2009|31/01/2009
105472|LETOVAL-2.5MG                  5'S|1205|SUN SPECTRA DIVISION|223|0|0|845.00|130.00|4.00|-2|5'S|66.00|50.00|AIOCD6034|01/01/2009|31/01/2009
105531|CABGOLIN-0.5MG                 2'S|1205|SUN SPECTRA DIVISION|142|0|0|329.43|85.79|4.00|0|2'S|61.00|63.00|AIOCD6034|01/01/2009|31/01/2009
105690|ZITOTEC-100MCG                 2'S|1205|SUN SPECTRA DIVISION|4|0|0|1.44|17.94|4.00|0|2'S|0.00|16.00|AIOCD6034|01/01/2009|31/01/2009
106633|KRIMSON 35MG                  21'S|1205|SUN SPECTRA DIVISION|137|0|0|557.44|162.99|4.00|0|21'S|69.00|98.00|AIOCD6034|01/01/2009|31/01/2009
107505|MAXTIB                        14'S|1205|SUN SPECTRA DIVISION|28|0|0|64.43|189.51|4.00|-1|14'S|32.00|15.00|AIOCD6034|01/01/2009|31/01/2009
113244|CANSOFT CL                               3'S|1205|SUN SPECTRA DIVISION|29|0|0|12.89|42.89|4.00|0|3'S|19.00|0.00|AIOCD6034|01/01/2009|31/01/2009
113274|DRONIS 30                     21'S|1205|SUN SPECTRA DIVISION|9|0|0|31.66|226.16|4.00|0|21'S|7.00|13.00|AIOCD6034|01/01/2009|31/01/2009
105036|ALZOLAM 0.25MG                10'S|1206|SUN PHARMACEUTICALS,|194|0|0|25.19|10.14|4.00|-4|10'S|262.00|72.00|AIOCD6034|01/01/2009|31/01/2009
105037|ALZOLAM 0.5                   10'S|1206|SUN PHARMACEUTICALS,|269|0|0|74.84|18.72|4.00|0|10'S|123.00|13.00|AIOCD6034|01/01/2009|31/01/2009
105038|VSL-3                         10'S|1206|SUN PHARMACEUTICALS,|31|0|0|86.08|187.17|4.00|-2|10'S|0.00|42.00|AIOCD6034|01/01/2009|31/01/2009
105039|LOFECAM 4                     10'S|1206|SUN PHARMACEUTICALS,|49|0|0|23.77|30.42|4.00|0|10'S|24.00|15.00|AIOCD6034|01/01/2009|31/01/2009
105045|LACTIHEP SACHET                1'S|1206|SUN PHARMACEUTICALS,|0|0|0|0.00|10.26|4.00|0|1'S|1.00|1.00|AIOCD6034|01/01/2009|31/01/2009
105046|MUVERA 7.5                    10'S|1206|SUN PHARMACEUTICALS,|89|0|0|43.03|20.28|4.00|0|10'S|89.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105047|BUDEZ ENEMA                   10'S|1206|SUN PHARMACEUTICALS,|0|0|0|0.00|48.91|4.00|0|10'S|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105048|CELACT 200MG CAP              10'S|1206|SUN PHARMACEUTICALS,|0|0|0|0.00|68.63|4.00|0|10'S|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105049|DISTENIL                       6'S|1206|SUN PHARMACEUTICALS,|110|0|0|25.05|17.16|4.00|-10|6'S|38.00|68.00|AIOCD6034|01/01/2009|31/01/2009
105050|PANTOCID FAST 40              10'S|1206|SUN PHARMACEUTICALS,|79|0|0|74.33|59.89|4.00|0|10'S|0.00|1.00|AIOCD6034|01/01/2009|31/01/2009
105051|EDEGRA 50MG                    4'S|1206|SUN PHARMACEUTICALS,|53|0|0|71.44|61.61|4.00|0|4'S|36.00|13.00|AIOCD6034|01/01/2009|31/01/2009
105052|EDEGRA 100MG                   4'S|1206|SUN PHARMACEUTICALS,|11|0|0|3.80|95.14|4.00|0|4'S|20.00|24.00|AIOCD6034|01/01/2009|31/01/2009
105053|FAMOCID 20MG                  14'S|1206|SUN PHARMACEUTICALS,|217|0|0|16.67|2.56|4.00|0|14'S|217.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105054|FAMOCID 40MG                  14'S|1206|SUN PHARMACEUTICALS,|85|0|0|2.61|3.34|4.00|0|14'S|45.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105055|URSOCOL-150                   10'S|1206|SUN PHARMACEUTICALS,|51|0|0|135.41|70.77|4.00|-5|10'S|30.00|19.00|AIOCD6034|01/01/2009|31/01/2009
105056|HP KIT                         6'S|1206|SUN PHARMACEUTICALS,|188|0|0|105.05|39.77|4.00|-1|6'S|111.00|15.00|AIOCD6034|01/01/2009|31/01/2009
105057|LACTIHEP SYRUP               200ML|1206|SUN PHARMACEUTICALS,|24|0|0|48.03|126.34|4.00|0|200ML|7.00|23.00|AIOCD6034|01/01/2009|31/01/2009
105058|MOZAX 5MG                     10'S|1206|SUN PHARMACEUTICALS,|7|0|0|4.53|32.32|4.00|-7|10'S|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105060|NITREST 5MG                   10'S|1206|SUN PHARMACEUTICALS,|161|0|0|182.10|35.87|4.00|0|10'S|81.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105061|NITREST 10MG                  10'S|1206|SUN PHARMACEUTICALS,|211|0|0|300.86|56.15|4.00|0|10'S|181.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105064|MESACOL TAB                   10'S|1206|SUN PHARMACEUTICALS,|130|0|0|75.33|54.59|4.00|-1|10'S|71.00|112.00|AIOCD6034|01/01/2009|31/01/2009
105065|MESACOL ENEMA                 60ML|1206|SUN PHARMACEUTICALS,|19|0|0|23.64|62.39|4.00|0|60ML|161.00|142.00|AIOCD6034|01/01/2009|31/01/2009
105066|COLVAC 10MG TAB               10'S|1206|SUN PHARMACEUTICALS,|72|0|0|48.73|30.42|4.00|-1|10'S|31.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105067|OCTRIDE 50                   AMP|1206|SUN PHARMACEUTICALS,|15|0|0|0.00|188.46|4.00|0|AMP|22.00|7.00|AIOCD6034|01/01/2009|31/01/2009
105068|OCTRIDE 100MCG                 AMP|1206|SUN PHARMACEUTICALS,|13|0|0|0.00|350.00|4.00|0|AMP|15.00|7.00|AIOCD6034|01/01/2009|31/01/2009
105069|MUVERA 15MG                   10'S|1206|SUN PHARMACEUTICALS,|30|0|0|39.82|34.31|4.00|0|10'S|19.00|39.00|AIOCD6034|01/01/2009|31/01/2009
105070|PANTOCID FAST 20              10'S|1206|SUN PHARMACEUTICALS,|31|0|0|18.95|39.41|4.00|-1|10'S|33.00|3.00|AIOCD6034|01/01/2009|31/01/2009
105071|PYRODEX 20MG                  10'S|1206|SUN PHARMACEUTICALS,|25|0|0|37.07|51.47|4.00|0|10'S|10.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105076|TIZAN 2MG                     10'S|1206|SUN PHARMACEUTICALS,|0|0|0|0.00|52.02|4.00|0|10'S|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105079|TIZAFEN                       10'S|1206|SUN PHARMACEUTICALS,|0|0|0|0.00|55.88|4.00|0|10'S|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105080|PANTOCID 40MG                 10'S|1206|SUN PHARMACEUTICALS,|1219|0|0|1427.01|54.59|4.00|-5|10'S|878.00|99.00|AIOCD6034|01/01/2009|31/01/2009
105081|PANTOCID 20MG                 10'S|1206|SUN PHARMACEUTICALS,|287|0|0|265.03|38.53|4.00|0|10'S|89.00|87.00|AIOCD6034|01/01/2009|31/01/2009
105082|PANTOCID I.V 40MG             VIAL|1206|SUN PHARMACEUTICALS,|194|0|0|245.07|46.25|4.00|0|VIAL|374.00|349.00|AIOCD6034|01/01/2009|31/01/2009
105106|FLEXITAL 400MG                10'S|1206|SUN PHARMACEUTICALS,|9|0|0|2.06|17.22|4.00|-9|10'S|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105324|URSOCOL-300MG TAB             10'S|1206|SUN PHARMACEUTICALS,|40|0|0|44.85|124.62|4.00|0|10'S|20.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105325|MEBIZ-SR 200MG CAP            10'S|1206|SUN PHARMACEUTICALS,|38|0|0|36.05|81.89|4.00|0|10'S|33.00|5.00|AIOCD6034|01/01/2009|31/01/2009
105389|NEUCOBAL 0.5MG TAB            10'S|1206|SUN PHARMACEUTICALS,|9|0|0|5.03|41.96|4.00|0|10'S|2.00|33.00|AIOCD6034|01/01/2009|31/01/2009
105390|FLEXURA 400MG TAB             10'S|1206|SUN PHARMACEUTICALS,|52|0|0|126.45|60.83|4.00|0|10'S|29.00|2.00|AIOCD6034|01/01/2009|31/01/2009
105527|NEUCOBAL-OD 1.5MG             10'S|1206|SUN PHARMACEUTICALS,|4|0|0|5.87|73.30|4.00|0|10'S|4.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105594|PANTOCID D                    10'S|1206|SUN PHARMACEUTICALS,|143|0|0|184.03|53.81|4.00|-10|10'S|139.00|6.00|AIOCD6034|01/01/2009|31/01/2009
105696|NEUCOBAL PLUS CAP             10'S|1206|SUN PHARMACEUTICALS,|56|0|0|107.77|57.32|4.00|-3|10'S|18.00|10.00|AIOCD6034|01/01/2009|31/01/2009
105749|PANTOCID-DSR CAP              10'S|1206|SUN PHARMACEUTICALS,|373|0|0|874.91|88.90|4.00|-15|10'S|361.00|3.00|AIOCD6034|01/01/2009|31/01/2009
105892|NEUCOBAL INJ                   1ML|1206|SUN PHARMACEUTICALS,|0|0|0|0.00|40.37|4.00|0|1ML|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105948|ALCOLIV-500MG                 10'S|1206|SUN PHARMACEUTICALS,|63|0|0|114.22|76.43|4.00|-6|10'S|37.00|30.00|AIOCD6034|01/01/2009|31/01/2009
106135|ETOSHINE 12O MG               10'S|1206|SUN PHARMACEUTICALS,|33|0|0|64.86|81.11|4.00|0|10'S|33.00|10.00|AIOCD6034|01/01/2009|31/01/2009
106136|ETOSHINE 60 MG                10'S|1206|SUN PHARMACEUTICALS,|77|0|0|89.39|47.57|4.00|0|10'S|20.00|3.00|AIOCD6034|01/01/2009|31/01/2009
106137|ETOSHINE 90 MG                10'S|1206|SUN PHARMACEUTICALS,|109|0|0|117.79|56.15|4.00|-1|10'S|14.00|36.00|AIOCD6034|01/01/2009|31/01/2009
106491|NEUCOBAL FORTE                10'S|1206|SUN PHARMACEUTICALS,|34|0|0|42.16|71.78|4.00|-2|10'S|7.00|15.00|AIOCD6034|01/01/2009|31/01/2009
106659|MESACOL SUPP                   5'S|1206|SUN PHARMACEUTICALS,|14|0|0|15.36|63.95|4.00|0|5'S|75.00|61.00|AIOCD6034|01/01/2009|31/01/2009
106928|THYMOLIV                       AMP|1206|SUN PHARMACEUTICALS,|1|0|0|0.00|409.07|4.00|0|AMP|3.00|2.00|AIOCD6034|01/01/2009|31/01/2009
106929|ADFOVIR                       10'S|1206|SUN PHARMACEUTICALS,|15|0|0|34.00|170.01|4.00|0|10'S|6.00|6.00|AIOCD6034|01/01/2009|31/01/2009
106986|URSOCOL SR 450                10'S|1206|SUN PHARMACEUTICALS,|30|0|0|48.90|163.08|4.00|0|10'S|24.00|4.00|AIOCD6034|01/01/2009|31/01/2009
107081|FLEXURA D                     10'S|1206|SUN PHARMACEUTICALS,|168|0|0|328.25|62.39|4.00|-1|10'S|114.00|47.00|AIOCD6034|01/01/2009|31/01/2009
107082|CARTISHINE                    10'S|1206|SUN PHARMACEUTICALS,|65|0|0|103.40|79.55|4.00|-2|10'S|51.00|8.00|AIOCD6034|01/01/2009|31/01/2009
107544|MESACOL 800                   10'S|1206|SUN PHARMACEUTICALS,|33|0|0|44.26|100.60|4.00|-6|10'S|27.00|0.00|AIOCD6034|01/01/2009|31/01/2009
107623|URSOCOL SR 600                10'S|1206|SUN PHARMACEUTICALS,|4|0|0|16.73|220.00|4.00|0|10'S|6.00|2.00|AIOCD6034|01/01/2009|31/01/2009
107747|BUDEZ CR                      10'S|1206|SUN PHARMACEUTICALS,|20|0|0|30.91|81.33|4.00|0|10'S|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
107976|VORAZE INJ                    VIAL|1206|SUN PHARMACEUTICALS,|0|0|0|0.00|2091.84|4.00|0|VIAL|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
107977|VORAZE CAP                     4'S|1206|SUN PHARMACEUTICALS,|0|0|0|0.00|2688.24|4.00|0|4'S|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
108003|NEUCOBAL G                    10'S|1206|SUN PHARMACEUTICALS,|28|0|0|45.79|91.63|4.00|0|10'S|25.00|21.00|AIOCD6034|01/01/2009|31/01/2009
108081|NEUGABA 150                   10'S|1206|SUN PHARMACEUTICALS,|18|0|0|74.77|109.96|4.00|0|10'S|16.00|8.00|AIOCD6034|01/01/2009|31/01/2009
108082|NEUGABA 75MG                  10'S|1206|SUN PHARMACEUTICALS,|215|0|0|288.95|58.49|4.00|-1|10'S|187.00|83.00|AIOCD6034|01/01/2009|31/01/2009
109009|PANTOCID IT                   10'S|1206|SUN PHARMACEUTICALS,|40|0|0|53.73|108.01|4.00|-2|10'S|3.00|65.00|AIOCD6034|01/01/2009|31/01/2009
109690|NEUGABA M 75MG CAP            10'S|1206|SUN PHARMACEUTICALS,|49|0|0|39.81|66.29|4.00|0|10'S|97.00|48.00|AIOCD6034|01/01/2009|31/01/2009
109750|XTRASORB                      10'S|1206|SUN PHARMACEUTICALS,|139|0|0|74.94|37.86|4.00|-2|10'S|81.00|14.00|AIOCD6034|01/01/2009|31/01/2009
109870|PANTOCID HP                    6'S|1206|SUN PHARMACEUTICALS,|65|0|0|161.30|90.00|4.00|-2|6'S|55.00|62.00|AIOCD6034|01/01/2009|31/01/2009
109871|BENFOMET PLUS                 10'S|1206|SUN PHARMACEUTICALS,|34|0|0|39.77|76.43|4.00|0|10'S|24.00|0.00|AIOCD6034|01/01/2009|31/01/2009
110004|NITREST CR 12.5               10'S|1206|SUN PHARMACEUTICALS,|0|0|0|0.00|70.94|4.00|0|10'S|18.00|18.00|AIOCD6034|01/01/2009|31/01/2009
110005|NITREST CR 6.25               10'S|1206|SUN PHARMACEUTICALS,|0|0|0|0.00|55.17|4.00|0|10'S|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
110385|RIOSITY                       10'S|1206|SUN PHARMACEUTICALS,|3|0|0|3.09|77.24|4.00|-3|10'S|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
110901|LOFECAM 8                     10'S|1206|SUN PHARMACEUTICALS,|131|0|0|98.39|46.79|4.00|-2|10'S|88.00|79.00|AIOCD6034|01/01/2009|31/01/2009
113176|CAMOPAN         10'S|1206|SUN PHARMACEUTICALS,|38|0|0|74.10|97.48|4.00|0|10'S|44.00|11.00|AIOCD6034|01/01/2009|31/01/2009
113221|LOFECAM INJ                    VIAL|1206|SUN PHARMACEUTICALS,|0|0|0|0.00|36.50|4.00|0|VIAL|30.00|30.00|AIOCD6034|01/01/2009|31/01/2009
113673|RIFAGUT                               10'S|1206|SUN PHARMACEUTICALS,|0|0|0|0.00|70.19|4.00|0|10'S|0.00|50.00|AIOCD6034|01/01/2009|31/01/2009
102018|SMOQUIT-SR TAB                10'S|1208|SUN RADIANT DIVISION|0|0|0|0.00|124.58|4.00|0|10'S|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
102054|PULMOZA                       10'S|1208|SUN RADIANT DIVISION|32|0|0|12.87|58.49|4.00|-2|10'S|1.00|21.00|AIOCD6034|01/01/2009|31/01/2009
102056|BUDEZ 100MCG INHAL             1'S|1208|SUN RADIANT DIVISION|6|0|0|23.51|195.75|4.00|0|1'S|4.00|3.00|AIOCD6034|01/01/2009|31/01/2009
102057|BUDEZ 200MCG INHAL             1'S|1208|SUN RADIANT DIVISION|4|0|0|47.44|263.59|4.00|0|1'S|4.00|1.00|AIOCD6034|01/01/2009|31/01/2009
102063|IVEPRED-40 INJ                VIAL|1208|SUN RADIANT DIVISION|0|0|0|0.00|103.08|4.00|0|VIAL|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
102064|IVEPRED-125MG INJ             VIAL|1208|SUN RADIANT DIVISION|0|0|0|0.00|197.69|4.00|0|VIAL|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
104033|OD PHYLLIN-400 TAB            10'S|1208|SUN RADIANT DIVISION|121|0|0|10.72|5.75|4.00|0|10'S|3.00|12.00|AIOCD6034|01/01/2009|31/01/2009
104072|NEZALAST                       1'S|1208|SUN RADIANT DIVISION|21|0|0|41.49|159.87|4.00|-2|1'S|12.00|51.00|AIOCD6034|01/01/2009|31/01/2009
104097|MONTEK LC                     10'S|1208|SUN RADIANT DIVISION|471|0|0|704.33|104.50|4.00|-1|10'S|279.00|144.00|AIOCD6034|01/01/2009|31/01/2009
104098|SUNHALER                       1'S|1208|SUN RADIANT DIVISION|3|0|0|3.10|77.72|4.00|0|1'S|1.00|0.00|AIOCD6034|01/01/2009|31/01/2009
104099|WINOLAP NASAL SPRA             1'S|1208|SUN RADIANT DIVISION|45|0|0|113.67|202.76|4.00|0|1'S|38.00|13.00|AIOCD6034|01/01/2009|31/01/2009
104100|MONTEK PLUS TAB               10'S|1208|SUN RADIANT DIVISION|31|0|0|114.05|103.72|4.00|0|10'S|0.00|4.00|AIOCD6034|01/01/2009|31/01/2009
104374|COMBITIDE-250                4x8's|1208|SUN RADIANT DIVISION|6|0|0|7.48|187.16|4.00|-3|4x8's|4.00|1.00|AIOCD6034|01/01/2009|31/01/2009
105098|COMBITIDE-100                4x8's|1208|SUN RADIANT DIVISION|16|0|0|18.72|93.60|4.00|0|4x8's|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105099|CICLEZ-160                     1'S|1208|SUN RADIANT DIVISION|0|0|0|0.00|286.85|4.00|0|1'S|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105100|FOMTIDE-100                  4X8'S|1208|SUN RADIANT DIVISION|0|0|0|0.00|104.12|4.00|0|4X8'S|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105101|FOMTIDE-200                  4x8's|1208|SUN RADIANT DIVISION|0|0|0|0.00|123.04|4.00|0|4x8's|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105102|COMBITIDE-125 INH              1'S|1208|SUN RADIANT DIVISION|36|0|0|145.65|227.72|4.00|-1|1'S|16.00|25.00|AIOCD6034|01/01/2009|31/01/2009
105115|COMBITIDE-250 INH              1'S|1208|SUN RADIANT DIVISION|40|0|0|353.52|321.30|4.00|0|1'S|11.00|3.00|AIOCD6034|01/01/2009|31/01/2009
105519|FOMTIDE-400 DISK               8'S|1208|SUN RADIANT DIVISION|0|0|0|0.00|31.96|4.00|0|8'S|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105573|NEZAFLO NASAL SPRA             1ML|1208|SUN RADIANT DIVISION|74|0|0|225.17|135.70|4.00|-1|1ML|34.00|0.00|AIOCD6034|01/01/2009|31/01/2009
105745|COMBITIDE 50 INH               1'S|1208|SUN RADIANT DIVISION|2|0|0|3.62|180.93|4.00|-1|1'S|9.00|8.00|AIOCD6034|01/01/2009|31/01/2009
105893|FOMTIDE-100 MDI                1'S|1208|SUN RADIANT DIVISION|11|0|0|52.92|165.33|4.00|0|1'S|9.00|14.00|AIOCD6034|01/01/2009|31/01/2009
105894|FOMTIDE 200 MDI                1'S|1208|SUN RADIANT DIVISION|37|0|0|87.31|218.36|4.00|-1|1'S|25.00|9.00|AIOCD6034|01/01/2009|31/01/2009
105978|MONTEK-10MG TAB               10'S|1208|SUN RADIANT DIVISION|93|0|0|113.83|88.90|4.00|-1|10'S|60.00|53.00|AIOCD6034|01/01/2009|31/01/2009
105979|MONTEK-4MG TAB                10'S|1208|SUN RADIANT DIVISION|55|0|0|88.54|51.47|4.00|0|10'S|23.00|33.00|AIOCD6034|01/01/2009|31/01/2009
105980|MONTEK 5MG TAB                10'S|1208|SUN RADIANT DIVISION|33|0|0|27.35|56.93|4.00|0|10'S|23.00|8.00|AIOCD6034|01/01/2009|31/01/2009
107450|AEROTAZ INHALER                1'S|1208|SUN RADIANT DIVISION|7|0|0|6.50|64.94|4.00|-3|1'S|4.00|1.00|AIOCD6034|01/01/2009|31/01/2009
107585|FOMTIDE 400 MDI                1'S|1208|SUN RADIANT DIVISION|9|0|0|20.48|255.79|4.00|-2|1'S|8.00|10.00|AIOCD6034|01/01/2009|31/01/2009
107978|IVEPRED 16                    10'S|1208|SUN RADIANT DIVISION|46|0|0|27.78|33.85|4.00|-2|10'S|7.00|28.00|AIOCD6034|01/01/2009|31/01/2009
107979|IVEPRED 4                     10'S|1208|SUN RADIANT DIVISION|421|0|0|82.30|9.12|4.00|-1|10'S|79.00|239.00|AIOCD6034|01/01/2009|31/01/2009
108083|IVEPRED 8                     10'S|1208|SUN RADIANT DIVISION|143|0|0|89.93|21.92|4.00|0|10'S|56.00|13.00|AIOCD6034|01/01/2009|31/01/2009
109751|IVEPRED 1000MG INJ            VIAL|1208|SUN RADIANT DIVISION|0|0|0|0.00|748.35|4.00|0|VIAL|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
109752|IVEPRED 500MG INJ             VIAL|1208|SUN RADIANT DIVISION|0|0|0|0.00|475.73|4.00|0|VIAL|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
109811|MONTEK LC KID                 10'S|1208|SUN RADIANT DIVISION|102|0|0|100.52|56.93|4.00|-1|10'S|110.00|0.00|AIOCD6034|01/01/2009|31/01/2009
109819|OD PHYLLIN 600MG              10'S|1208|SUN RADIANT DIVISION|0|0|0|0.00|46.89|4.00|0|10'S|0.00|0.00|AIOCD6034|01/01/2009|31/01/2009
